question_id,ref_id,reference_answer_text
Q087,R3,"In simple terms, journaling in file systems refers to a mechanism or principle used in file systems to manage processes or resources."
Q088,R1,RAID (Redundant Array of Independent/Inexpensive Disks) combines multiple disks for redundancy and performance.
Q088,R2,"Raid plays an essential role in os basics, helping the operating system to function efficiently."
Q088,R3,"In simple terms, raid refers to a mechanism or principle used in os basics to manage processes or resources."
Q089,R1,"RAID 0, 1, 5, 6, 10 (1+0)."
Q089,R2,"Name raid levels plays an essential role in os basics, helping the operating system to function efficiently."
Q089,R3,"In simple terms, name raid levels refers to a mechanism or principle used in os basics to manage processes or resources."
Q090,R1,Thread pool is a collection of pre-created threads to perform tasks efficiently without creating threads repeatedly.
Q090,R2,"Thread pool plays an essential role in process management, helping the operating system to function efficiently."
Q090,R3,"In simple terms, thread pool refers to a mechanism or principle used in process management to manage processes or resources."
Q091,R1,Real-time process must complete within strict timing constraints.
Q091,R2,"Real-time process plays an essential role in process management, helping the operating system to function efficiently."
Q091,R3,"In simple terms, real-time process refers to a mechanism or principle used in process management to manage processes or resources."
Q092,R1,Synchronous I/O waits for operation completion; asynchronous I/O allows the process to continue execution.
Q092,R2,"Difference  asynchronous  synchronous i/o plays an essential role in device management, helping the operating system to function efficiently."
Q092,R3,"In simple terms, difference  asynchronous  synchronous i/o refers to a mechanism or principle used in device management to manage processes or resources."
Q093,R1,Paging transfers pages between disk and memory; swapping moves entire processes.
Q093,R2,"Paging vs swapping plays an essential role in memory management, helping the operating system to function efficiently."
Q093,R3,"In simple terms, paging vs swapping refers to a mechanism or principle used in memory management to manage processes or resources."
Q094,R1,A kernel module can be dynamically loaded/unloaded without rebooting the OS.
Q094,R2,"Loadable kernel module plays an essential role in os basics, helping the operating system to function efficiently."
Q094,R3,"In simple terms, loadable kernel module refers to a mechanism or principle used in os basics to manage processes or resources."
Q095,R1,A daemon is a background process that runs without user interaction.
Q095,R2,"Daemon plays an essential role in os basics, helping the operating system to function efficiently."
Q095,R3,"In simple terms, daemon refers to a mechanism or principle used in os basics to manage processes or resources."
Q096,R1,Bootstrapping is the process of loading the OS into memory from firmware.
Q096,R2,"Bootstrapping plays an essential role in os basics, helping the operating system to function efficiently."
Q096,R3,"In simple terms, bootstrapping refers to a mechanism or principle used in os basics to manage processes or resources."
Q097,R1,Slab allocation caches memory objects for efficient allocation and deallocation.
Q097,R2,"Slab allocation in memory management plays an essential role in memory management, helping the operating system to function efficiently."
Q097,R3,"In simple terms, slab allocation in memory management refers to a mechanism or principle used in memory management to manage processes or resources."
Q098,R1,"Spinlock is a lock where a process waits in a loop (""spins"") until it acquires the lock."
Q098,R2,"Spinlock plays an essential role in os basics, helping the operating system to function efficiently."
Q098,R3,"In simple terms, spinlock refers to a mechanism or principle used in os basics to manage processes or resources."
Q099,R1,Distributed file system stores and accesses files across multiple machines transparently.
Q099,R2,"Distributed file system plays an essential role in file systems, helping the operating system to function efficiently."
Q099,R3,"In simple terms, distributed file system refers to a mechanism or principle used in file systems to manage processes or resources."
Q100,R1,Kernel panic occurs when the OS detects a fatal error from which it cannot safely recover.
Q100,R2,"Kernel panic plays an essential role in os basics, helping the operating system to function efficiently."
Q100,R3,"In simple terms, kernel panic refers to a mechanism or principle used in os basics to manage processes or resources."
Q101,R1,No direct answer available for nan.
Q101,R2,"Nan plays an essential role in os basics, helping the operating system to function efficiently."
